StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I02,I03,I04,I05,I06,I07,C01,C02,C03,I08_1,I09_1,Q01_1,T01_First Click,T01_Last Click,T01_Page Submit,T01_Click Count,Q02_1,T02_First Click,T02_Last Click,T02_Page Submit,T02_Click Count,Q03_1,T03_First Click,T03_Last Click,T03_Page Submit,T03_Click Count,Q04_1,T04_First Click,T04_Last Click,T04_Page Submit,T04_Click Count,Q05_1,T05_First Click,T05_Last Click,T05_Page Submit,T05_Click Count,Q06_1,T06_First Click,T06_Last Click,T06_Page Submit,T06_Click Count,Q07_1,T07_First Click,T07_Last Click,T07_Page Submit,T07_Click Count,Q08_1,T08_First Click,T08_Last Click,T08_Page Submit,T08_Click Count,Q09_1,T09_First Click,T09_Last Click,T09_Page Submit,T09_Click Count,Q10_1,T10_First Click,T10_Last Click,T10_Page Submit,T10_Click Count,Q11_1,T11_First Click,T11_Last Click,T11_Page Submit,T11_Click Count,Q12_1,T12_First Click,T12_Last Click,T12_Page Submit,T12_Click Count,Q13_1,T13_First Click,T13_Last Click,T13_Page Submit,T13_Click Count,Q14_1,T14_First Click,T14_Last Click,T14_Page Submit,T14_Click Count,Q15_1,T15_First Click,T15_Last Click,T15_Page Submit,T15_Click Count
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:27,4/17/2020 5:14,0,176.176.39.202,100,2840,1,4/17/2020 5:14,R_25WqZM2cVQ8JdVz,,,,,42.01049805,9.324707031,anonymous,EN,2,47,1,6,2,6,"1,4,7,9,11,12,13,14,20,22,28,29",4,4,4,2,1,28.286,53.89,55.025,9,6,15.593,40.462,42.37,6,4,23.614,31.017,32.265,7,6,69.953,78.985,80.337,5,7,15.291,24.918,26.075,5,2,51.416,70.584,71.874,6,7,26.339,103.459,104.882,12,1,23.825,37.386,42.161,7,7,16.244,74.399,75.487,12,6,40.898,67.9,69.488,5,6,5.964,81.453,83.138,10,6,94.588,124.527,125.856,8,7,9.631,50.139,51.286,9,4,8.228,41.73,43.088,7,2,46.683,69.284,70.718,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 5:33,4/17/2020 5:48,0,85.115.60.202,100,893,1,4/17/2020 5:48,R_3fOiOjnwNW8BRKg,,,,,48.83560181,2.254898071,anonymous,EN,2,45,1,7,2,10,"1,9,12,13,19,20,22,26,28,31",4,4,2,3,1,50.286,51.9,53.008,2,3,26.203,26.203,27.431,1,6,23.457,23.457,24.504,1,7,32.435,32.435,33.73,1,7,34.664,34.664,35.894,1,7,25.108,25.108,26.736,1,7,40.714,41.903,43.181,2,1,0.711,47.239,48.509,5,7,5.963,156.458,157.614,3,7,29.042,29.042,30.286,1,7,14.408,70.857,72.02,8,2,12.683,28.497,29.736,4,7,2.942,31.887,34.028,3,7,27.384,27.384,28.595,1,4,52.101,52.99,54.744,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 5:40,4/17/2020 5:57,0,95.90.242.193,100,1030,1,4/17/2020 5:57,R_1QnZj3hX7SzSXJP,,,,,52.49809265,13.29049683,anonymous,EN,1,46,1,7,2,10,"2,4,9,10,13,17,19,20,28,31,35",3,3,3,2,2,114.62,116.263,117.006,3,1,14.435,16.227,16.26,3,6,0.159,26.303,27.058,2,7,40.266,40.266,41.561,1,3,29.205,30.952,31.585,2,1,88.636,91,91.501,3,7,42.304,42.304,43.373,1,2,34.924,37.614,38.451,2,7,1.146,107.772,108.582,12,7,37.65,37.65,38.562,1,2,58.752,69.677,70.357,6,2,16.884,19.516,20.179,3,7,35.778,36.738,38.848,2,1,18.415,18.415,19.446,1,1,43.036,43.036,44.172,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:03,4/17/2020 7:50,0,92.184.98.165,100,13625,1,4/17/2020 7:50,R_3GkuDIdbAwqg9GK,,,,,45.7480011,4.850006104,anonymous,EN,1,50,1,7,2,8,"2,10,11",1,1,3,1,1,82.08,82.08,93.109,1,7,56.121,56.121,61.457,1,5,40.794,40.794,47.17,1,2,33.463,33.463,37.374,1,5,53.843,53.843,55.613,1,2,36.271,36.271,39.44,1,6,350.798,350.798,357.223,1,1,12269.193,12303.313,12308.594,2,7,46.264,102.996,105.948,2,6,37.538,37.538,40.076,1,5,9.768,95.64,100.715,2,3,28.971,28.971,30.769,1,7,38.804,38.804,54.1,1,1,21.513,21.513,29.849,1,7,41.969,41.969,45.341,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:15,4/17/2020 8:47,0,93.175.23.20,100,16300,1,4/17/2020 8:47,R_1rGG1jV1frDnZbi,,,,,55.93719482,37.51530457,anonymous,EN,1,22,1,6,2,2,,5,5,3,4,3,43.041,43.041,53.082,1,3,19.286,19.286,25.349,1,5,48.991,73.083,76.894,2,2,11.473,30.179,31,5,5,37.454,49.526,53.546,2,4,32.509,41.426,42.25,3,7,104.259,168.524,170.236,2,2,48.465,54.317,55.373,2,7,15.129,1161.995,1162.806,34,7,14.038,65.564,66.603,48,6,2.308,59.743,60.216,39,6,7.392,36.599,39.803,58,6,2.465,63.476,74.283,55,4,27.816,85.286,86.137,12,1,1.398,50.915,82.68,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 9:50,4/17/2020 10:15,0,109.252.201.104,100,1516,1,4/17/2020 10:15,R_2Pb4LEEkNbRFoPW,,,,,55.75270081,37.61720276,anonymous,EN,1,23,1,6,2,1,"1,7,10,14,17,19,24,28,30,35",1,4,3,3,5,40.366,40.366,41.266,1,2,14.852,16.124,17.167,2,3,28.737,28.737,30.524,1,1,30.291,30.291,31.606,1,4,27.61,36.465,48.432,3,1,30.117,31.02,31.464,2,7,43.81,43.81,44.694,1,5,2.452,22.372,23.599,2,6,34.418,35.769,36.124,2,6,37.462,37.462,38.697,1,7,37.86,37.86,56.023,1,7,18.746,18.746,20.669,1,3,384.796,401.883,404.911,2,2,43.893,43.893,44.913,1,3,32.925,32.925,42.337,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 22:34,4/17/2020 22:51,0,160.177.78.77,100,1040,1,4/17/2020 22:51,R_1gN68NMktJxgAmr,,,,,34.0368042,-5.000793457,anonymous,EN,1,23,19,7,2,2,"1,2,6,7,10,11,12,14,20,23,28,31",60,60,1,1,4,36.572,36.572,38.042,1,2,29.813,29.813,31.599,1,2,27.258,27.258,29.644,1,1,35.788,35.788,37.025,1,2,37.579,37.579,39.874,1,1,33.523,33.523,40.894,1,7,57.475,57.475,59.569,1,5,34.193,34.193,35.999,1,7,53.98,53.98,55.516,1,7,39.201,39.201,41.401,1,4,90.127,90.127,91.482,1,1,18.443,18.443,20.024,1,2,68.863,68.863,71.153,1,4,43.512,43.512,45.685,1,7,61.03,62.309,63.604,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 3:55,4/19/2020 9:01,0,165.225.76.196,100,191125,1,4/19/2020 9:01,R_1f3KzJeX4yBsQ0i,,,,,48.85429382,2.352706909,anonymous,EN,1,55,1,7,2,8,"1,6,9,13,22,28,29,32",5,4,5,1,1,4.49,43.407,44.26,3,2,24.388,26.085,27.208,2,6,4.082,47.508,48.984,5,1,32.645,37.601,38.549,3,6,4.221,33.415,34.718,5,2,2.534,67.109,69.797,5,7,4.261,82.571,88.176,3,1,6.794,55.633,56.898,3,3,27.886,38.639,39.46,3,5,4.735,44.951,46.358,4,7,3.46,61.918,63.893,3,6,3.689,40.744,41.951,4,2,44.231,48.142,49.129,3,6,14.222,22.611,23.921,6,1,3.539,53.17,54.39,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 2:34,4/20/2020 2:49,0,165.225.86.95,100,940,1,4/20/2020 2:49,R_2SAMbGQnRqtUUk0,,,,,43.14790344,12.10969543,anonymous,EN,2,49,1,7,2,10,"1,6,9,12,13,21",5,5,4,5,2,34.341,34.341,39.437,1,5,18.588,18.588,22.121,1,6,31.617,33.874,35.034,2,6,28.487,32.633,33.612,2,7,27.87,27.87,38.852,1,5,59.704,59.704,61.202,1,7,71.025,71.025,72.012,1,1,34.486,34.486,37.049,1,7,42.544,42.544,45.013,1,2,46.279,46.279,51.35,1,7,77.426,77.426,78.56,1,6,20.92,20.92,31.811,1,7,39.686,39.686,40.71,1,2,27.683,27.683,29.899,1,1,45.046,45.046,46.332,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 2:45,4/20/2020 3:01,0,146.162.243.4,100,959,1,4/20/2020 3:01,R_aVpj5PlEscBYPId,,,,,48.86500549,2.33770752,anonymous,EN,2,37,1,7,2,8,"2,13,14,17,20,22,23,27,28,29",2,2,2,1,4,56.946,65.842,67.354,3,2,39.538,39.538,42.182,1,4,38.22,38.22,40.266,1,2,29.451,29.451,32.095,1,7,55.672,55.672,57.687,1,1,21.899,21.899,26.439,1,7,31.785,31.785,35.642,1,2,43.253,43.253,48.472,1,6,48.18,48.18,50.087,1,6,38.139,39.704,44.315,3,7,49.019,49.019,54.833,1,7,25.644,25.644,27.28,1,7,32.293,47.354,55.047,2,1,27.764,28.796,31.545,2,1,27.002,27.002,30.189,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 11:26,4/20/2020 3:34,0,77.204.245.198,100,230884,1,4/20/2020 3:34,R_2t59C4cqFTmrSzC,,,,,48.85429382,2.352706909,anonymous,EN,2,49,1,7,2,10,,3,3,3,5,1,39.845,41.98,43.42,2,2,17.68,18.659,19.724,2,5,30.207,32.165,33.348,2,6,21.921,25.542,26.541,2,5,6.213,45.498,47.003,2,3,26.261,31.262,32.574,2,7,68.427,70.027,71.132,2,2,42.28,52.246,55.105,3,7,4.347,78.33,79.509,4,7,41.173,50.51,51.6,3,5,58.556,63.96,66.14,4,3,32.172,39.274,40.67,3,7,52.903,61.871,62.879,3,1,18.217,19.593,20.988,2,2,41.032,49.247,51.193,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 4:24,4/20/2020 4:35,0,165.225.86.137,100,681,1,4/20/2020 4:35,R_vdVDRWTiJJRmSGJ,,,,,43.14790344,12.10969543,anonymous,EN,2,42,1,6,2,10,"1,6,7,9,11,12,13,17,20,22,23,29",10,10,2,4,2,25.347,27.547,30.737,2,6,13.349,14.839,15.72,2,6,7.897,10.313,13.492,2,6,12.886,14.116,14.835,2,6,26.135,27.401,28.237,2,6,22.987,24.914,25.735,2,7,95.35,143.862,144.668,4,5,5.498,9.288,9.918,3,7,18.666,21.594,22.348,2,5,16.549,19.822,20.754,3,6,37.164,94.732,96.069,6,3,8.388,38.5,39.917,6,7,11.053,14.354,15.326,2,1,7.693,10.325,12.751,2,1,24.079,29.502,32.301,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 4:29,4/20/2020 5:11,0,58.220.95.111,100,2533,1,4/20/2020 5:11,R_3dWVPB3YyqNAsiy,,,,,31.04490662,121.4012146,anonymous,EN,2,49,9,6,2,2,14,1,3,3,1,1,3.026,110.661,114.121,6,2,14.408,23.314,30.621,4,4,5.384,83.185,101.203,14,2,6.186,42.168,46.775,6,7,12.58,53.479,55.49,4,2,5.184,27.103,32.097,7,7,12.95,97.649,99.32,8,2,6.232,91.242,92.57,14,3,4.524,59.845,61.807,10,5,21.709,40.64,42.034,7,4,26.893,75.789,77.513,10,6,28.023,103.626,105.745,11,4,9.835,35.318,36.268,5,2,53.578,67.165,68.235,5,1,6.929,210.212,214.245,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 5:21,4/20/2020 5:33,0,95.91.252.146,100,728,1,4/20/2020 5:33,R_2fHx6Lxsh2NqpYj,,,,,48.06820679,11.66140747,anonymous,EN,2,37,1,6,1,7,,10,10,3,1,5,34.403,34.403,35.818,1,3,2.056,16.418,17.531,2,4,23.474,23.474,24.25,1,3,25.067,25.067,26.149,1,6,29.224,32.197,34.269,2,4,30.436,36.712,39.148,2,5,55.712,55.712,56.494,1,3,37.156,37.156,38.853,1,5,38.255,38.255,39.034,1,6,25.22,25.22,26.49,1,7,47.997,47.997,50.441,1,7,29.476,35.779,37.614,3,5,54.747,54.747,55.626,1,3,30.527,30.527,33.353,1,3,35.221,39.283,42.193,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 6:52,4/20/2020 7:00,0,165.225.39.100,100,466,1,4/20/2020 7:00,R_SDxOlcPdDZyGkvL,,,,,40.74240112,-74.03250122,anonymous,EN,1,57,1,7,1,10,"1,3,7,8,12,13",10,4,5,6,1,24.264,25.079,25.442,2,2,13.349,13.349,14.066,1,4,14.342,14.342,15.42,1,3,19.477,19.477,20.122,1,5,19.295,19.295,20.116,1,6,15.714,15.714,16.359,1,7,27.877,27.877,28.454,1,2,16.391,16.391,17.48,1,6,31.664,31.664,32.614,1,6,17.641,17.641,18.483,1,3,29.477,29.477,30.344,1,2,21.374,21.374,22.393,1,7,23.89,23.89,26.277,1,1,16.172,16.172,17.247,1,1,20.021,20.021,20.807,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 8:00,4/20/2020 8:09,0,192.109.140.181,100,559,1,4/20/2020 8:09,R_21Bv4Ciq1YBNzsW,,,,,48.85429382,2.352706909,anonymous,EN,2,48,1,6,2,10,"1,6,9,13,21,22,28,29,31,32",3,4,4,1,5,13.606,13.606,14.969,1,5,10.402,10.402,11.253,1,4,22.214,22.214,24.01,1,3,30.48,33.147,35.82,2,3,14.727,14.727,16.051,1,5,16.135,16.135,17.329,1,6,36.399,38.619,39.537,2,5,18.542,18.542,20.08,1,6,29.355,29.355,30.312,1,5,28.51,28.51,30.238,1,3,18.251,18.251,19.806,1,3,16.409,16.409,18.135,1,6,56.824,57.524,59.398,2,3,18.31,18.31,19.736,1,3,27.279,27.279,28.227,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 9:02,4/20/2020 9:20,0,47.53.3.86,100,1094,1,4/20/2020 9:20,R_wSR2ytPYdeVaFgJ,,,,,45.47070313,9.188903809,anonymous,EN,1,54,1,7,2,10,"1,4,7,9,10,13,14,22,23,28,31",4,2,3,3,5,52.871,55.963,56.793,2,3,32.473,32.473,35.699,1,5,44.808,44.808,45.679,1,2,38.982,38.982,39.831,1,2,45.523,45.523,46.295,1,2,21.589,21.589,22.411,1,6,79.207,79.207,80.253,1,2,41.082,41.082,42.013,1,6,52.811,53.81,59.991,2,5,117.714,117.714,128.776,1,2,71.821,72.961,74.129,2,2,107.731,107.731,111.927,1,7,46.776,46.776,47.561,1,6,31.349,31.349,32.141,1,6,39.861,39.861,43.198,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 13:03,4/20/2020 13:27,0,46.19.85.119,100,1460,1,4/20/2020 13:27,R_2xxAjNS3G3XVIeU,,,,,32.0664978,34.76519775,anonymous,EN,2,39,1,6,2,2,"1,2,6,9,11,13,14,21,36",20,3,2,3,2,25.275,53.39,54.715,4,5,1.575,36.698,50.766,6,6,25.589,45.884,53.905,9,6,43.752,52.249,54.264,4,6,1.863,47.519,48.701,14,6,2.448,38.125,50.8,11,7,23.811,51.415,52.302,6,2,1.81,47.711,49.163,8,6,16.668,44.521,45.809,6,3,2.034,56.182,60.501,8,4,45.433,92.474,93.106,8,3,2.266,42.203,43.766,6,6,44.58,94.572,95.542,10,1,1.741,46.998,47.702,4,3,37.808,55.538,69.607,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2020 12:30,4/13/2020 14:25,0,172.58.4.155,9,6858,0,4/20/2020 14:25,R_DbNp9u6hEvbgJot,,,,,,,anonymous,EN,1,25,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020 19:16,4/15/2020 19:16,0,172.112.151.50,2,7,0,4/22/2020 19:16,R_2RQZIWRUWSCvf2d,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 4:53,4/16/2020 4:53,0,79.76.249.146,13,42,0,4/23/2020 4:54,R_XF0qAtNe3kRosOl,,,,,,,anonymous,EN,2,35,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:54,4/16/2020 15:00,0,5.144.96.90,18,364,0,4/23/2020 15:01,R_2Ya1FDJ44jHLNbz,,,,,,,anonymous,EN,1,22,1,6,2,2,"1,5,6,9,10,11,12,14,17,19,20,28,29,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:51,4/16/2020 15:01,0,185.8.126.216,29,564,0,4/23/2020 15:01,R_SSMRZbK16cm8giR,,,,,,,anonymous,EN,2,23,1,6,2,1,,9,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:59,4/16/2020 15:03,0,178.184.13.210,27,213,0,4/23/2020 15:03,R_2V7tnKCDdAwkWkW,,,,,,,anonymous,EN,1,23,14,6,2,1,"2,3,5,6,7,9,10,11,12,13,14,17,19,20,21,25,27,31,33",8,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 15:08,4/16/2020 15:09,0,109.252.117.18,2,37,0,4/23/2020 15:09,R_3HtSCXrcIMZ4quS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 15:15,4/16/2020 15:22,0,92.43.167.73,18,452,0,4/23/2020 15:22,R_2DO0Ju3UbWHL8Hu,,,,,,,anonymous,EN,2,26,1,7,2,2,"1,10,20,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:20,4/17/2020 4:21,0,213.87.131.189,2,13,0,4/24/2020 4:21,R_2WwEiupH3GpqqSR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:43,4/17/2020 4:45,0,109.252.62.14,18,104,0,4/24/2020 4:45,R_2U5ExLzL9eXfKi4,,,,,,,anonymous,EN,2,23,1,6,2,2,"13,15,25,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 5:40,4/17/2020 5:48,0,86.229.41.81,96,520,0,4/24/2020 5:49,R_3qvvs5zRhpB53bJ,,,,,,,anonymous,EN,2,43,6,7,2,8,"1,10,11,12,13,14,22,23,28,31",5,3,3,1,3,32.371,32.371,33.482,1,2,10.006,13.178,14.502,2,2,10.224,10.224,11.402,1,3,14.999,14.999,17.168,1,3,22.329,22.329,25.509,1,3,13.458,13.458,16.987,1,7,23.615,23.615,24.917,1,2,20.401,20.401,23.379,1,6,43.866,49.12,49.78,3,4,19.994,22.199,23.434,2,7,33.844,33.844,37.295,1,5,20.695,20.695,21.93,1,2,27.03,29.268,30.109,2,5,12.784,12.784,13.692,1,2,23.634,23.634,24.779,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 6:17,4/17/2020 6:17,0,178.140.180.138,2,4,0,4/24/2020 6:17,R_3HzB9PCcI2rB1bw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:12,4/17/2020 9:05,0,77.204.244.13,29,17629,0,4/24/2020 9:05,R_vOG26rNOnYvL0fn,,,,,,,anonymous,EN,2,49,1,7,2,9,"2,6,9,13,22,29,31",5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 15:25,4/17/2020 15:38,0,176.176.155.247,96,780,0,4/24/2020 15:38,R_3R8gzhXbO6le0nO,,,,,,,anonymous,EN,2,47,1,6,2,6,23,3,3,4,4,1,10.581,12.851,13.999,2,5,12.992,70.76,71.606,2,,16.11,56.469,57.906,3,5,6.82,34.285,35.201,5,7,0.741,27.542,30.713,13,2,1.218,35.505,38.807,7,7,40.461,41.227,42.209,2,1,0.81,20.134,21.418,11,7,51.901,113.621,114.653,17,4,27.308,67.167,69.286,2,,0.809,24.093,31.499,5,4,0.737,31.177,32.612,6,7,11.539,36.449,37.521,10,3,23.247,62.068,62.891,2,5,5.353,27.189,28.071,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 16:23,4/17/2020 16:25,0,176.176.155.247,22,115,0,4/24/2020 16:25,R_43nMA4phcXPzEn7,,,,,,,anonymous,EN,2,19,1,3,2,1,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
